[2025-05-18T14:26:36.570+0000] {taskinstance.py:1956} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: nyc_taxi_pipeline.transform_data manual__2025-05-18T14:04:17.620684+00:00 [queued]>
[2025-05-18T14:26:36.584+0000] {taskinstance.py:1956} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: nyc_taxi_pipeline.transform_data manual__2025-05-18T14:04:17.620684+00:00 [queued]>
[2025-05-18T14:26:36.585+0000] {taskinstance.py:2170} INFO - Starting attempt 1 of 2
[2025-05-18T14:26:36.606+0000] {taskinstance.py:2191} INFO - Executing <Task(PythonOperator): transform_data> on 2025-05-18 14:04:17.620684+00:00
[2025-05-18T14:26:36.612+0000] {standard_task_runner.py:60} INFO - Started process 198 to run task
[2025-05-18T14:26:36.618+0000] {standard_task_runner.py:87} INFO - Running: ['***', 'tasks', 'run', 'nyc_taxi_pipeline', 'transform_data', 'manual__2025-05-18T14:04:17.620684+00:00', '--job-id', '6', '--raw', '--subdir', 'DAGS_FOLDER/nyc_taxi_pipeline.py', '--cfg-path', '/tmp/tmp2_2srlg4']
[2025-05-18T14:26:36.621+0000] {standard_task_runner.py:88} INFO - Job 6: Subtask transform_data
[2025-05-18T14:26:36.645+0000] {logging_mixin.py:188} WARNING - /home/***/.local/lib/python3.8/site-packages/***/settings.py:194 DeprecationWarning: The sql_alchemy_conn option in [core] has been moved to the sql_alchemy_conn option in [database] - the old setting has been used, but please update your config.
[2025-05-18T14:26:36.872+0000] {task_command.py:423} INFO - Running <TaskInstance: nyc_taxi_pipeline.transform_data manual__2025-05-18T14:04:17.620684+00:00 [running]> on host 94eccf45184c
[2025-05-18T14:26:37.279+0000] {taskinstance.py:2480} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='nyc_taxi_pipeline' AIRFLOW_CTX_TASK_ID='transform_data' AIRFLOW_CTX_EXECUTION_DATE='2025-05-18T14:04:17.620684+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2025-05-18T14:04:17.620684+00:00'
[2025-05-18T14:26:37.282+0000] {nyc_taxi_pipeline.py:36} INFO - Starting data transformation...
[2025-05-18T14:26:37.601+0000] {transform.py:24} INFO - Batch 26 loaded!
[2025-05-18T14:26:37.605+0000] {transform.py:24} INFO - Batch 27 loaded!
[2025-05-18T14:26:37.609+0000] {transform.py:24} INFO - Batch 28 loaded!
[2025-05-18T14:26:37.615+0000] {transform.py:24} INFO - Batch 29 loaded!
[2025-05-18T14:26:37.619+0000] {transform.py:24} INFO - Batch 30 loaded!
[2025-05-18T14:26:37.624+0000] {transform.py:24} INFO - Batch 31 loaded!
[2025-05-18T14:26:37.630+0000] {transform.py:24} INFO - Batch 32 loaded!
[2025-05-18T14:26:37.635+0000] {transform.py:24} INFO - Batch 33 loaded!
[2025-05-18T14:26:37.639+0000] {transform.py:24} INFO - Batch 34 loaded!
[2025-05-18T14:26:37.644+0000] {transform.py:24} INFO - Batch 35 loaded!
[2025-05-18T14:26:37.649+0000] {transform.py:24} INFO - Batch 36 loaded!
[2025-05-18T14:26:37.653+0000] {transform.py:24} INFO - Batch 37 loaded!
[2025-05-18T14:26:37.657+0000] {transform.py:24} INFO - Batch 38 loaded!
[2025-05-18T14:26:37.661+0000] {transform.py:24} INFO - Batch 39 loaded!
[2025-05-18T14:26:37.665+0000] {transform.py:24} INFO - Batch 40 loaded!
[2025-05-18T14:26:37.669+0000] {transform.py:24} INFO - Batch 41 loaded!
[2025-05-18T14:26:37.673+0000] {transform.py:24} INFO - Batch 42 loaded!
[2025-05-18T14:26:37.678+0000] {transform.py:24} INFO - Batch 43 loaded!
[2025-05-18T14:26:37.682+0000] {transform.py:24} INFO - Batch 44 loaded!
[2025-05-18T14:26:37.686+0000] {transform.py:24} INFO - Batch 45 loaded!
[2025-05-18T14:26:37.690+0000] {transform.py:24} INFO - Batch 46 loaded!
[2025-05-18T14:26:37.695+0000] {transform.py:24} INFO - Batch 47 loaded!
[2025-05-18T14:26:37.699+0000] {transform.py:24} INFO - Batch 48 loaded!
[2025-05-18T14:26:37.704+0000] {transform.py:24} INFO - Batch 49 loaded!
[2025-05-18T14:26:37.709+0000] {transform.py:24} INFO - Batch 50 loaded!
[2025-05-18T14:26:37.713+0000] {transform.py:24} INFO - Batch 51 loaded!
[2025-05-18T14:26:37.718+0000] {transform.py:24} INFO - Batch 52 loaded!
[2025-05-18T14:26:37.722+0000] {transform.py:24} INFO - Batch 53 loaded!
[2025-05-18T14:26:37.725+0000] {transform.py:24} INFO - Batch 54 loaded!
[2025-05-18T14:26:37.730+0000] {transform.py:24} INFO - Batch 55 loaded!
[2025-05-18T14:26:37.734+0000] {transform.py:24} INFO - Batch 56 loaded!
[2025-05-18T14:26:37.738+0000] {transform.py:24} INFO - Batch 57 loaded!
[2025-05-18T14:26:37.742+0000] {transform.py:24} INFO - Batch 58 loaded!
[2025-05-18T14:26:37.747+0000] {transform.py:24} INFO - Batch 59 loaded!
[2025-05-18T14:26:37.753+0000] {transform.py:24} INFO - Batch 60 loaded!
[2025-05-18T14:26:37.758+0000] {transform.py:24} INFO - Batch 61 loaded!
[2025-05-18T14:26:37.762+0000] {transform.py:24} INFO - Batch 62 loaded!
[2025-05-18T14:26:37.766+0000] {transform.py:24} INFO - Batch 63 loaded!
[2025-05-18T14:26:37.770+0000] {transform.py:24} INFO - Batch 64 loaded!
[2025-05-18T14:26:37.775+0000] {transform.py:24} INFO - Batch 65 loaded!
[2025-05-18T14:26:37.780+0000] {transform.py:24} INFO - Batch 66 loaded!
[2025-05-18T14:26:37.784+0000] {transform.py:24} INFO - Batch 67 loaded!
[2025-05-18T14:26:37.788+0000] {transform.py:24} INFO - Batch 68 loaded!
[2025-05-18T14:26:37.792+0000] {transform.py:24} INFO - Batch 69 loaded!
[2025-05-18T14:26:37.797+0000] {transform.py:24} INFO - Batch 70 loaded!
[2025-05-18T14:26:37.801+0000] {transform.py:24} INFO - Batch 71 loaded!
[2025-05-18T14:26:37.805+0000] {transform.py:24} INFO - Batch 72 loaded!
[2025-05-18T14:26:37.811+0000] {transform.py:24} INFO - Batch 73 loaded!
[2025-05-18T14:26:37.816+0000] {transform.py:24} INFO - Batch 74 loaded!
[2025-05-18T14:26:37.820+0000] {transform.py:24} INFO - Batch 75 loaded!
[2025-05-18T14:26:37.824+0000] {transform.py:24} INFO - Batch 76 loaded!
[2025-05-18T14:26:37.829+0000] {transform.py:24} INFO - Batch 77 loaded!
[2025-05-18T14:26:37.834+0000] {transform.py:24} INFO - Batch 78 loaded!
[2025-05-18T14:26:37.838+0000] {transform.py:24} INFO - Batch 79 loaded!
[2025-05-18T14:26:37.842+0000] {transform.py:24} INFO - Batch 80 loaded!
[2025-05-18T14:26:37.848+0000] {transform.py:24} INFO - Batch 81 loaded!
[2025-05-18T14:26:37.852+0000] {transform.py:24} INFO - Batch 82 loaded!
[2025-05-18T14:26:37.857+0000] {transform.py:24} INFO - Batch 83 loaded!
[2025-05-18T14:26:37.861+0000] {transform.py:24} INFO - Batch 84 loaded!
[2025-05-18T14:26:37.866+0000] {transform.py:24} INFO - Batch 85 loaded!
[2025-05-18T14:26:37.871+0000] {transform.py:24} INFO - Batch 86 loaded!
[2025-05-18T14:26:37.875+0000] {transform.py:24} INFO - Batch 87 loaded!
[2025-05-18T14:26:37.882+0000] {transform.py:24} INFO - Batch 88 loaded!
[2025-05-18T14:26:37.888+0000] {transform.py:24} INFO - Batch 89 loaded!
[2025-05-18T14:26:37.892+0000] {transform.py:24} INFO - Batch 90 loaded!
[2025-05-18T14:26:37.898+0000] {transform.py:24} INFO - Batch 91 loaded!
[2025-05-18T14:26:37.902+0000] {transform.py:24} INFO - Batch 92 loaded!
[2025-05-18T14:26:37.907+0000] {transform.py:24} INFO - Batch 93 loaded!
[2025-05-18T14:26:37.911+0000] {transform.py:24} INFO - Batch 94 loaded!
[2025-05-18T14:26:37.917+0000] {transform.py:24} INFO - Batch 95 loaded!
[2025-05-18T14:26:37.922+0000] {transform.py:24} INFO - Batch 96 loaded!
[2025-05-18T14:26:37.926+0000] {transform.py:24} INFO - Batch 97 loaded!
[2025-05-18T14:26:37.931+0000] {transform.py:24} INFO - Batch 98 loaded!
[2025-05-18T14:26:37.936+0000] {transform.py:24} INFO - Batch 99 loaded!
[2025-05-18T14:26:37.941+0000] {transform.py:24} INFO - Batch 100 loaded!
[2025-05-18T14:26:37.946+0000] {transform.py:24} INFO - Batch 101 loaded!
[2025-05-18T14:26:37.950+0000] {transform.py:24} INFO - Batch 102 loaded!
[2025-05-18T14:26:37.955+0000] {transform.py:24} INFO - Batch 103 loaded!
[2025-05-18T14:26:37.960+0000] {transform.py:24} INFO - Batch 104 loaded!
[2025-05-18T14:26:37.966+0000] {transform.py:24} INFO - Batch 105 loaded!
[2025-05-18T14:26:37.971+0000] {transform.py:24} INFO - Batch 106 loaded!
[2025-05-18T14:26:37.976+0000] {transform.py:24} INFO - Batch 107 loaded!
[2025-05-18T14:26:37.983+0000] {transform.py:24} INFO - Batch 108 loaded!
[2025-05-18T14:26:37.988+0000] {transform.py:24} INFO - Batch 109 loaded!
[2025-05-18T14:26:37.993+0000] {transform.py:24} INFO - Batch 110 loaded!
[2025-05-18T14:26:38.000+0000] {transform.py:24} INFO - Batch 111 loaded!
[2025-05-18T14:26:38.007+0000] {transform.py:24} INFO - Batch 112 loaded!
[2025-05-18T14:26:38.013+0000] {transform.py:24} INFO - Batch 113 loaded!
[2025-05-18T14:26:38.018+0000] {transform.py:24} INFO - Batch 114 loaded!
[2025-05-18T14:26:38.023+0000] {transform.py:24} INFO - Batch 115 loaded!
[2025-05-18T14:26:38.029+0000] {transform.py:24} INFO - Batch 116 loaded!
[2025-05-18T14:26:38.035+0000] {transform.py:24} INFO - Batch 117 loaded!
[2025-05-18T14:26:38.040+0000] {transform.py:24} INFO - Batch 118 loaded!
[2025-05-18T14:26:38.046+0000] {transform.py:24} INFO - Batch 119 loaded!
[2025-05-18T14:26:38.052+0000] {transform.py:24} INFO - Batch 120 loaded!
[2025-05-18T14:26:38.056+0000] {transform.py:24} INFO - Batch 121 loaded!
[2025-05-18T14:26:38.065+0000] {transform.py:24} INFO - Batch 122 loaded!
[2025-05-18T14:26:38.071+0000] {transform.py:24} INFO - Batch 123 loaded!
[2025-05-18T14:26:38.077+0000] {transform.py:24} INFO - Batch 124 loaded!
[2025-05-18T14:26:38.083+0000] {transform.py:24} INFO - Batch 125 loaded!
[2025-05-18T14:26:38.088+0000] {transform.py:24} INFO - Batch 126 loaded!
[2025-05-18T14:26:38.093+0000] {transform.py:24} INFO - Batch 127 loaded!
[2025-05-18T14:26:38.096+0000] {transform.py:24} INFO - Batch 128 loaded!
[2025-05-18T14:26:38.101+0000] {transform.py:24} INFO - Batch 129 loaded!
[2025-05-18T14:26:38.105+0000] {transform.py:24} INFO - Batch 130 loaded!
[2025-05-18T14:26:38.110+0000] {transform.py:24} INFO - Batch 131 loaded!
[2025-05-18T14:26:38.114+0000] {transform.py:24} INFO - Batch 132 loaded!
[2025-05-18T14:26:38.118+0000] {transform.py:24} INFO - Batch 133 loaded!
[2025-05-18T14:26:38.122+0000] {transform.py:24} INFO - Batch 134 loaded!
[2025-05-18T14:26:38.127+0000] {transform.py:24} INFO - Batch 135 loaded!
[2025-05-18T14:26:38.133+0000] {transform.py:24} INFO - Batch 136 loaded!
[2025-05-18T14:26:38.137+0000] {transform.py:24} INFO - Batch 137 loaded!
[2025-05-18T14:26:38.142+0000] {transform.py:24} INFO - Batch 138 loaded!
[2025-05-18T14:26:38.146+0000] {transform.py:24} INFO - Batch 139 loaded!
[2025-05-18T14:26:38.150+0000] {transform.py:24} INFO - Batch 140 loaded!
[2025-05-18T14:26:38.155+0000] {transform.py:24} INFO - Batch 141 loaded!
[2025-05-18T14:26:38.170+0000] {transform.py:24} INFO - Batch 142 loaded!
[2025-05-18T14:26:38.179+0000] {transform.py:24} INFO - Batch 143 loaded!
[2025-05-18T14:26:38.187+0000] {transform.py:24} INFO - Batch 144 loaded!
[2025-05-18T14:26:38.194+0000] {transform.py:24} INFO - Batch 145 loaded!
[2025-05-18T14:26:38.202+0000] {transform.py:24} INFO - Batch 146 loaded!
[2025-05-18T14:26:38.210+0000] {transform.py:24} INFO - Batch 147 loaded!
[2025-05-18T14:26:38.217+0000] {transform.py:24} INFO - Batch 148 loaded!
[2025-05-18T14:26:38.221+0000] {transform.py:24} INFO - Batch 149 loaded!
[2025-05-18T14:26:38.228+0000] {transform.py:24} INFO - Batch 150 loaded!
[2025-05-18T14:26:38.236+0000] {transform.py:24} INFO - Batch 151 loaded!
[2025-05-18T14:26:38.243+0000] {transform.py:24} INFO - Batch 152 loaded!
[2025-05-18T14:26:38.250+0000] {transform.py:24} INFO - Batch 153 loaded!
[2025-05-18T14:26:38.256+0000] {transform.py:24} INFO - Batch 154 loaded!
[2025-05-18T14:26:38.266+0000] {transform.py:24} INFO - Batch 155 loaded!
[2025-05-18T14:26:38.273+0000] {transform.py:24} INFO - Batch 156 loaded!
[2025-05-18T14:26:38.280+0000] {transform.py:24} INFO - Batch 157 loaded!
[2025-05-18T14:26:38.287+0000] {transform.py:24} INFO - Batch 158 loaded!
[2025-05-18T14:26:38.294+0000] {transform.py:24} INFO - Batch 159 loaded!
[2025-05-18T14:26:38.299+0000] {transform.py:24} INFO - Batch 160 loaded!
[2025-05-18T14:26:38.304+0000] {transform.py:24} INFO - Batch 161 loaded!
[2025-05-18T14:26:38.308+0000] {transform.py:24} INFO - Batch 162 loaded!
[2025-05-18T14:26:38.312+0000] {transform.py:24} INFO - Batch 163 loaded!
[2025-05-18T14:26:38.317+0000] {transform.py:24} INFO - Batch 164 loaded!
[2025-05-18T14:26:38.322+0000] {transform.py:24} INFO - Batch 165 loaded!
[2025-05-18T14:26:38.328+0000] {transform.py:24} INFO - Batch 166 loaded!
[2025-05-18T14:26:38.332+0000] {transform.py:24} INFO - Batch 167 loaded!
[2025-05-18T14:26:38.336+0000] {transform.py:24} INFO - Batch 168 loaded!
[2025-05-18T14:26:38.341+0000] {transform.py:24} INFO - Batch 169 loaded!
[2025-05-18T14:26:38.345+0000] {transform.py:24} INFO - Batch 170 loaded!
[2025-05-18T14:26:38.349+0000] {transform.py:24} INFO - Batch 171 loaded!
[2025-05-18T14:26:38.353+0000] {transform.py:24} INFO - Batch 172 loaded!
[2025-05-18T14:26:38.357+0000] {transform.py:24} INFO - Batch 173 loaded!
[2025-05-18T14:26:38.362+0000] {transform.py:24} INFO - Batch 174 loaded!
[2025-05-18T14:26:38.366+0000] {transform.py:24} INFO - Batch 175 loaded!
[2025-05-18T14:26:38.370+0000] {transform.py:24} INFO - Batch 176 loaded!
[2025-05-18T14:26:38.376+0000] {transform.py:24} INFO - Batch 177 loaded!
[2025-05-18T14:26:38.380+0000] {transform.py:24} INFO - Batch 178 loaded!
[2025-05-18T14:26:38.385+0000] {transform.py:24} INFO - Batch 179 loaded!
[2025-05-18T14:26:38.390+0000] {transform.py:24} INFO - Batch 180 loaded!
[2025-05-18T14:26:38.394+0000] {transform.py:24} INFO - Batch 181 loaded!
[2025-05-18T14:26:38.398+0000] {transform.py:24} INFO - Batch 182 loaded!
[2025-05-18T14:26:38.402+0000] {transform.py:24} INFO - Batch 183 loaded!
[2025-05-18T14:26:38.406+0000] {transform.py:24} INFO - Batch 184 loaded!
[2025-05-18T14:26:38.410+0000] {transform.py:24} INFO - Batch 185 loaded!
[2025-05-18T14:26:38.415+0000] {transform.py:24} INFO - Batch 186 loaded!
[2025-05-18T14:26:38.419+0000] {transform.py:24} INFO - Batch 187 loaded!
[2025-05-18T14:26:38.423+0000] {transform.py:24} INFO - Batch 188 loaded!
[2025-05-18T14:26:38.428+0000] {transform.py:24} INFO - Batch 189 loaded!
[2025-05-18T14:26:38.433+0000] {transform.py:24} INFO - Batch 190 loaded!
[2025-05-18T14:26:38.438+0000] {transform.py:24} INFO - Batch 191 loaded!
[2025-05-18T14:26:38.443+0000] {transform.py:24} INFO - Batch 192 loaded!
[2025-05-18T14:26:38.447+0000] {transform.py:24} INFO - Batch 193 loaded!
[2025-05-18T14:26:38.452+0000] {transform.py:24} INFO - Batch 194 loaded!
[2025-05-18T14:26:38.457+0000] {transform.py:24} INFO - Batch 195 loaded!
[2025-05-18T14:26:38.461+0000] {transform.py:24} INFO - Batch 196 loaded!
[2025-05-18T14:26:38.465+0000] {transform.py:24} INFO - Batch 197 loaded!
[2025-05-18T14:26:38.470+0000] {transform.py:24} INFO - Batch 198 loaded!
[2025-05-18T14:26:38.475+0000] {transform.py:24} INFO - Batch 199 loaded!
[2025-05-18T14:26:38.479+0000] {transform.py:24} INFO - Batch 200 loaded!
[2025-05-18T14:26:38.485+0000] {transform.py:24} INFO - Batch 201 loaded!
[2025-05-18T14:26:38.492+0000] {transform.py:24} INFO - Batch 202 loaded!
[2025-05-18T14:26:38.499+0000] {transform.py:24} INFO - Batch 203 loaded!
[2025-05-18T14:26:38.504+0000] {transform.py:24} INFO - Batch 204 loaded!
[2025-05-18T14:26:38.511+0000] {transform.py:24} INFO - Batch 205 loaded!
[2025-05-18T14:26:38.517+0000] {transform.py:24} INFO - Batch 206 loaded!
[2025-05-18T14:26:38.522+0000] {transform.py:24} INFO - Batch 207 loaded!
[2025-05-18T14:26:38.528+0000] {transform.py:24} INFO - Batch 208 loaded!
[2025-05-18T14:26:38.533+0000] {transform.py:24} INFO - Batch 209 loaded!
[2025-05-18T14:26:38.538+0000] {transform.py:24} INFO - Batch 210 loaded!
[2025-05-18T14:26:38.543+0000] {transform.py:24} INFO - Batch 211 loaded!
[2025-05-18T14:26:38.547+0000] {transform.py:24} INFO - Batch 212 loaded!
[2025-05-18T14:26:38.552+0000] {transform.py:24} INFO - Batch 213 loaded!
[2025-05-18T14:26:38.557+0000] {transform.py:24} INFO - Batch 214 loaded!
[2025-05-18T14:26:38.563+0000] {transform.py:24} INFO - Batch 215 loaded!
[2025-05-18T14:26:38.567+0000] {transform.py:24} INFO - Batch 216 loaded!
[2025-05-18T14:26:38.574+0000] {transform.py:24} INFO - Batch 217 loaded!
[2025-05-18T14:26:38.579+0000] {transform.py:24} INFO - Batch 218 loaded!
[2025-05-18T14:26:38.583+0000] {transform.py:24} INFO - Batch 219 loaded!
[2025-05-18T14:26:38.588+0000] {transform.py:24} INFO - Batch 220 loaded!
[2025-05-18T14:26:38.594+0000] {transform.py:24} INFO - Batch 221 loaded!
[2025-05-18T14:26:38.599+0000] {transform.py:24} INFO - Batch 222 loaded!
[2025-05-18T14:26:38.604+0000] {transform.py:24} INFO - Batch 223 loaded!
[2025-05-18T14:26:38.610+0000] {transform.py:24} INFO - Batch 224 loaded!
[2025-05-18T14:26:38.614+0000] {transform.py:24} INFO - Batch 225 loaded!
[2025-05-18T14:26:38.618+0000] {transform.py:24} INFO - Batch 226 loaded!
[2025-05-18T14:26:38.624+0000] {transform.py:24} INFO - Batch 227 loaded!
[2025-05-18T14:26:38.630+0000] {transform.py:24} INFO - Batch 228 loaded!
[2025-05-18T14:26:38.636+0000] {transform.py:24} INFO - Batch 229 loaded!
[2025-05-18T14:26:38.641+0000] {transform.py:24} INFO - Batch 230 loaded!
[2025-05-18T14:26:38.646+0000] {transform.py:24} INFO - Batch 231 loaded!
[2025-05-18T14:26:38.650+0000] {transform.py:24} INFO - Batch 232 loaded!
[2025-05-18T14:26:38.655+0000] {transform.py:24} INFO - Batch 233 loaded!
[2025-05-18T14:26:38.661+0000] {transform.py:24} INFO - Batch 234 loaded!
[2025-05-18T14:26:38.666+0000] {transform.py:24} INFO - Batch 235 loaded!
[2025-05-18T14:26:38.671+0000] {transform.py:24} INFO - Batch 236 loaded!
[2025-05-18T14:26:38.676+0000] {transform.py:24} INFO - Batch 237 loaded!
[2025-05-18T14:26:38.681+0000] {transform.py:24} INFO - Batch 238 loaded!
[2025-05-18T14:26:38.686+0000] {transform.py:24} INFO - Batch 239 loaded!
[2025-05-18T14:26:38.691+0000] {transform.py:24} INFO - Batch 240 loaded!
[2025-05-18T14:26:38.695+0000] {transform.py:24} INFO - Batch 241 loaded!
[2025-05-18T14:26:38.699+0000] {transform.py:24} INFO - Batch 242 loaded!
[2025-05-18T14:26:38.703+0000] {transform.py:24} INFO - Batch 243 loaded!
[2025-05-18T14:26:38.706+0000] {transform.py:24} INFO - Batch 244 loaded!
[2025-05-18T14:26:38.710+0000] {transform.py:24} INFO - Batch 245 loaded!
[2025-05-18T14:26:38.714+0000] {transform.py:24} INFO - Batch 246 loaded!
[2025-05-18T14:26:38.718+0000] {transform.py:24} INFO - Batch 247 loaded!
[2025-05-18T14:26:38.723+0000] {transform.py:24} INFO - Batch 248 loaded!
[2025-05-18T14:26:38.727+0000] {transform.py:24} INFO - Batch 249 loaded!
[2025-05-18T14:26:38.731+0000] {transform.py:24} INFO - Batch 250 loaded!
[2025-05-18T14:26:38.736+0000] {transform.py:24} INFO - Batch 251 loaded!
[2025-05-18T14:26:38.740+0000] {transform.py:24} INFO - Batch 252 loaded!
[2025-05-18T14:26:38.744+0000] {transform.py:24} INFO - Batch 253 loaded!
[2025-05-18T14:26:38.748+0000] {transform.py:24} INFO - Batch 254 loaded!
[2025-05-18T14:26:38.752+0000] {transform.py:24} INFO - Batch 255 loaded!
[2025-05-18T14:26:38.757+0000] {transform.py:24} INFO - Batch 256 loaded!
[2025-05-18T14:26:38.761+0000] {transform.py:24} INFO - Batch 257 loaded!
[2025-05-18T14:26:38.765+0000] {transform.py:24} INFO - Batch 258 loaded!
[2025-05-18T14:26:38.769+0000] {transform.py:24} INFO - Batch 259 loaded!
[2025-05-18T14:26:38.773+0000] {transform.py:24} INFO - Batch 260 loaded!
[2025-05-18T14:26:38.778+0000] {transform.py:24} INFO - Batch 261 loaded!
[2025-05-18T14:26:38.782+0000] {transform.py:24} INFO - Batch 262 loaded!
[2025-05-18T14:26:38.786+0000] {transform.py:24} INFO - Batch 263 loaded!
[2025-05-18T14:26:38.790+0000] {transform.py:24} INFO - Batch 264 loaded!
[2025-05-18T14:26:38.794+0000] {transform.py:24} INFO - Batch 265 loaded!
[2025-05-18T14:26:38.798+0000] {transform.py:24} INFO - Batch 266 loaded!
[2025-05-18T14:26:38.801+0000] {transform.py:24} INFO - Batch 267 loaded!
[2025-05-18T14:26:38.806+0000] {transform.py:24} INFO - Batch 268 loaded!
[2025-05-18T14:26:38.810+0000] {transform.py:24} INFO - Batch 269 loaded!
[2025-05-18T14:26:38.814+0000] {transform.py:24} INFO - Batch 270 loaded!
[2025-05-18T14:26:38.821+0000] {transform.py:24} INFO - Batch 271 loaded!
[2025-05-18T14:26:38.825+0000] {transform.py:24} INFO - Batch 272 loaded!
[2025-05-18T14:26:38.829+0000] {transform.py:24} INFO - Batch 273 loaded!
[2025-05-18T14:26:38.833+0000] {transform.py:24} INFO - Batch 274 loaded!
[2025-05-18T14:26:38.837+0000] {transform.py:24} INFO - Batch 275 loaded!
[2025-05-18T14:26:38.841+0000] {transform.py:24} INFO - Batch 276 loaded!
[2025-05-18T14:26:38.845+0000] {transform.py:24} INFO - Batch 277 loaded!
[2025-05-18T14:26:38.849+0000] {transform.py:24} INFO - Batch 278 loaded!
